timestamp,cpu_percent,memory_usage_mb,memory_percent,response_time_ms,status
2025-09-26 10:55:21,103.08,389,37.99,313,healthy
2025-09-26 10:55:27,93.22,1024,100.00,22,unhealthy
2025-09-26 10:55:33,0.02,30.28,2.96,35,healthy
2025-09-26 10:55:39,7.37,41.16,4.02,312,healthy
2025-09-26 10:55:45,99.15,522.1,50.99,279,healthy
2025-09-26 10:55:51,0.00,11,100.00,17,unhealthy
2025-09-26 10:55:57,103.12,537.2,52.46,161,healthy
2025-09-26 10:56:03,48.30,597.2,58.32,98,healthy
2025-09-26 10:56:09,15.64,597.4,58.34,25,healthy
2025-09-26 10:56:15,101.88,913.6,89.22,289,healthy
2025-09-26 10:56:21,0.02,30.31,2.96,29,healthy
